category,label,text,language
phishing,scam,"YOUR GMAIL ACCOUNT HAS BEEN LOGGED IN FROM AN UNKNOWN DEVICE. IF THIS WASN'T YOU, SECURE YOUR ACCOUNT: HTTP://WWW.AMAZON-SECURE-LOGIN.XYZ",en
investment_scam,scam,Earn Guaranteed 30% monthly returns! Invest Rs.25000 in crypto now. Join Telegram: http://secure.paytm-verify-account-info.com,en
phishing,scam,Amazon Winner! You have been selected for a free gift worth Rs.5000. Claim: http://secure.flipkart-secure-login.xyz,en
benign,safe,Boarding pass for Air India flight AI452 is attached. Safe travels!,en
benign,safe,WIFI BILL GENERATED FOR MARCH. AMOUNT DUE RS.100. PAY BY 15TH.,en
phishing,scam,Action Required: Complete your Bank of Baroda Aadhaar linking process today via http://www.reliance-claim-reward-now.net,en
phishing,scam,Action Required: Complete your Union Bank Aadhaar linking process today via http://www.amazon-secure-login.xyz,en
phishing,scam,URGENT: Your Kotak account KYC has expired. Update immediately at http://secure.reliance-verify-account-info.com to avoid suspension.,en
investment_scam,scam,RBI Approved SIP: Invest Rs.1000/month and get 1 Crore in 5 years. Start your journey today: http://amazon-update-kyc.in,en
investment_scam,scam,Binance VIP Trading Signals. 99% accuracy. Pay monthly fee of Rs.10000 for access.,en
benign,safe,"Salary of Rs.9999 credited to your account XX4521 on 01-Mar-2026. Avail Bal: Rs.1,45,200.",en
phishing,scam,"DEAR POLICYHOLDER, YOUR LIC PREMIUM IS DUE. PAY RS.10000 ONLINE USING HTTP://SECURE.PAYTM-REFUND-PROCESSING.ONLINE AND GET 10% CASHBACK.",en
upi_fraud,scam,Your Paytm KYC details are incomplete. Your wallet will be blocked. Call +91-9141370640 to update.,en
phishing,scam,URGENT: Your Axis Bank account KYC has expired. Update immediately at http://www.jio-secure-login.xyz to avoid suspension.,en
upi_fraud,scam,"Dear Sir/Madam, your UPI transaction of Rs.49999 failed. Scan the QR code sent on your WhatsApp to process refund.",en
investment_scam,scam,Part-time job offer from Amazon. Earn up to INR 3000/day. Message HR on WhatsApp: +91-9207309066,en
investment_scam,scam,Work from home opportunity! Earn Rs.5000 daily by liking YouTube videos. Deposit Rs.100 security fee.,en
investment_scam,scam,Earn Guaranteed 30% monthly returns! Invest Rs.25000 in crypto now. Join Telegram: http://tata-secure-login.xyz,en
upi_fraud,scam,Reliance Jio: Your number has been selected for 1-year free recharge. Pay Rs.10 activation fee via UPI: 9365428172@oksbi,en
benign,safe,OTP for login to your HDFC account is 542173. Do not share this with anyone.,en
phishing,scam,Action Required: Complete your Kotak Aadhaar linking process today via http://www.airtel-claim-reward-now.net,en
investment_scam,scam,Double your money in 100 days! Authentic scheme registered with Government. Start investing: http://www.tata-official-portal.co,en
benign,safe,Thanks for shopping with Myntra! Your order will be delivered by Thursday.,en
phishing,scam,"Dear customer, your PAN card is not linked to your Bank of Baroda account. Link now: http://paytm-official-portal.co",en
benign,safe,Boarding pass for Air India flight AI452 is attached. Safe travels!,en
phishing,scam,URGENT: Your ICICI account KYC has expired. Update immediately at http://secure.paytm-verify-account-info.com to avoid suspension.,en
benign,safe,Your Amazon package is out for delivery. OTP to share with agent is 791002.,en
benign,safe,"Salary of Rs.49999 credited to your account XX4521 on 01-Mar-2026. Avail Bal: Rs.1,45,200.",en
phishing,scam,"Dear Policyholder, your LIC premium is due. Pay Rs.5000 online using http://secure.amazon-official-portal.co and get 10% cashback.",en
benign,safe,Your Uber trip has ended. Total fare: Rs.999.,en
benign,safe,Thanks for shopping with Myntra! Your order will be delivered by Thursday.,en
phishing,scam,Action Required: Complete your Axis Bank Aadhaar linking process today via http://secure.airtel-claim-reward-now.net,en
investment_scam,scam,Part-time job offer from Amazon. Earn up to Rs.3000/day. Message HR on WhatsApp: +91-9755549708,en
investment_scam,scam,"Make Rs.50,000 per month with simple data entry. Zero investment plan requires Rs.500 registration. http://www.jio-official-portal.co",en
phishing,scam,"Dear SBI customer, 15,000 reward points are expiring today. Redeem for cash at http://jio-update-kyc.in",en
benign,safe,Meeting pushed to 7:45 PM. Please check the updated invite.,en
benign,safe,Meeting pushed to 7:45 PM. Please check the updated invite.,en
investment_scam,scam,Work from home opportunity! Earn Rs.5000 daily by liking YouTube videos. Deposit Rs.500 security fee.,en
investment_scam,scam,Binance VIP Trading Signals. 99% accuracy. Pay monthly fee of Rs.49999 for access.,en
benign,safe,Your Uber trip has ended. Total fare: Rs.2000.,en
phishing,scam,"Your Gmail account has been logged in from an unknown device. If this wasn't you, secure your account: http://www.paytm-verify-account-info.com",en
upi_fraud,scam,Customer Service: Please share the 6-digit OTP to process your refund of Rs.49999 via UPI.,en
upi_fraud,scam,Congratulations! You won Rs.10000 cashback on Google Pay. Click here and enter PIN to receive: http://secure.paytm-claim-reward-now.net,en
phishing,scam,Your Canara Bank internet banking access will be locked in 24 hrs. Verify your identity at http://tata-official-portal.co,en
investment_scam,scam,RBI Approved SIP: Invest Rs.1000/month and get 1 Crore in 5 years. Start your journey today: http://secure.amazon-refund-processing.online,en
benign,safe,"Hey, are we still meeting for dinner at 9:00 AM?",en
benign,safe,Did you watch the match yesterday? What a crazy finish!,en
benign,safe,Your Amazon package is out for delivery. OTP to share with agent is 757949.,en
phishing,scam,Action Required: Complete your Bank of Baroda Aadhaar linking process today via http://tata-update-kyc.in,en
benign,safe,Your Uber trip has ended. Total fare: Rs.1500.,en
benign,safe,Boarding pass for Air India flight AI452 is attached. Safe travels!,en
benign,safe,WiFi bill generated for March. Amount due Rs.250. Pay by 15th.,en
upi_fraud,scam,Customer Service: Please share the 6-digit OTP to process your refund of Rs.5000 via UPI.,en
benign,safe,OTP for login to your HDFC account is 300118. Do not share this with anyone.,en
benign,safe,Your Uber trip has ended. Total fare: Rs.500.,en
phishing,scam,"Dear customer, your PAN card is not linked to your Axis Bank account. Link now: http://secure.jio-update-kyc.in",en
phishing,scam,URGENT: Your Axis Bank account KYC has expired. Update immediately at http://secure.airtel-refund-processing.online to avoid suspension.,en
benign,safe,Did you watch the match yesterday? What a crazy finish!,en
upi_fraud,scam,"Dear Customer, your FASTag wallet is almost empty. Recharge now via UPI 9596587537@ybl to avoid double toll.",en
benign,safe,Thanks for shopping with Myntra! Your order will be delivered by Thursday.,en
phishing,scam,Income Tax Notice: You have a pending refund of Rs.50000. Claim it here: http://www.paytm-secure-login.xyz,en
benign,safe,Flight delayed by 45 minutes due to bad weather at destination.,en
benign,safe,Your Swiggy order #45829 is on the way. Delivery executive will be there in 15 mins.,en
benign,safe,Thanks for shopping with Myntra! Your order will be delivered by Thursday.,en
phishing,scam,Your Bank of Baroda internet banking access will be locked in 24 hrs. Verify your identity at http://flipkart-claim-reward-now.net,en
benign,safe,Flight delayed by 45 minutes due to bad weather at destination.,en
upi_fraud,scam,Customer Service: Please share the 6-digit OTP to process your refund of Rs.10000 via UPI.,en
benign,safe,"Hey, are we still meeting for dinner at 7:45 PM?",en
phishing,scam,Your Netflix subscription has expired. Renew immediately at http://secure.airtel-refund-processing.online to continue watching.,en
benign,safe,Thanks for shopping with Myntra! Your order will be delivered by Thursday.,en
investment_scam,scam,Earn Guaranteed 30% monthly returns! Invest Rs.5000 in crypto now. Join Telegram: http://secure.paytm-secure-login.xyz,en
benign,safe,"SALARY OF RS.9999 CREDITED TO YOUR ACCOUNT XX4521 ON 01-MAR-2026. AVAIL BAL: RS.1,45,200.",en
benign,safe,WiFi bill generated for March. Amount due Rs.1500. Pay by 15th.,en
benign,safe,Flight delayed by 45 minutes due to bad weather at destination.,en
upi_fraud,scam,Your electricity bill of Rs.10000 is pending. Power will be disconnected at 9 PM. Pay via UPI: 9650883903@paytm,en
investment_scam,scam,You have been chosen for an exclusive Forex trading group. Deposit Rs.100000 and our AI will trade for you. http://reliance-update-kyc.in,en
phishing,scam,"Your Apple ID account has been logged in from an unknown device. If this wasn't you, secure your account: http://secure.amazon-secure-login.xyz",en
upi_fraud,scam,Your Paytm KYC details are incomplete. Your wallet will be blocked. Call +91-8905763677 to update.,en
benign,safe,Flight delayed by 45 minutes due to bad weather at destination.,en
phishing,scam,Your Canara Bank internet banking access will be locked in 24 hrs. Verify your identity at http://www.amazon-official-portal.co,en
phishing,scam,Your Bank of Baroda internet banking access will be locked in 24 hrs. Verify your identity at http://www.tata-claim-reward-now.net,en
investment_scam,scam,Multibagger Stock Tip: Buy 'XYZ Infra' target 500 (Current 40). Insider info! Subscribe to our premium channel Rs.50000.,en
phishing,scam,Your Netflix subscription has expired. Renew immediately at http://tata-verify-account-info.com to continue watching.,en
upi_fraud,scam,"Dear Sir/Madam, your UPI transaction of Rs.10000 failed. Scan the QR code sent on your WhatsApp to process refund.",en
phishing,scam,"Dear Union Bank customer, 15,000 reward points are expiring today. Redeem for cash at http://paytm-secure-login.xyz",en
phishing,scam,Airtel Winner! You have been selected for a free gift worth Rs.49999. Claim: http://secure.paytm-verify-account-info.com,en
benign,safe,Thanks for shopping with Myntra! Your order will be delivered by Thursday.,en
phishing,scam,"Dear Kotak customer, 15,000 reward points are expiring today. Redeem for cash at http://jio-refund-processing.online",en
benign,safe,"Hey, are we still meeting for dinner at 7:45 PM?",en
upi_fraud,scam,Your Paytm KYC details are incomplete. Your wallet will be blocked. Call +91-9241077591 to update.,en
upi_fraud,scam,You have received a payment of Rs.10000 on PhonePe. Enter your UPI pin to claim the amount.,en
benign,safe,Happy Birthday! Have a wonderful year ahead. Let's catch up soon.,en
benign,safe,Flight delayed by 45 minutes due to bad weather at destination.,en
phishing,scam,Your Canara Bank internet banking access will be locked in 24 hrs. Verify your identity at http://secure.airtel-official-portal.co,en
benign,safe,"Hey, are we still meeting for dinner at 7:45 PM?",en
benign,safe,Thanks for shopping with Myntra! Your order will be delivered by Thursday.,en
phishing,scam,"Dear SBI customer, 15,000 reward points are expiring today. Redeem for cash at http://secure.flipkart-refund-processing.online",en
phishing,scam,ACTION REQUIRED: COMPLETE YOUR PUNJAB NATIONAL BANK AADHAAR LINKING PROCESS TODAY VIA HTTP://PAYTM-SECURE-LOGIN.XYZ,en
upi_fraud,scam,"Dear Customer, your FASTag wallet is almost empty. Recharge now via UPI 8008470130@paytm to avoid double toll.",en
phishing,scam,"Dear HDFC customer, 15,000 reward points are expiring today. Redeem for cash at http://secure.amazon-refund-processing.online",en
upi_fraud,scam,Your Paytm KYC details are incomplete. Your wallet will be blocked. Call +91-7596794789 to update.,en
upi_fraud,scam,"ALERT: Rs.5000 debited from your A/c. If not done by you, forward this SMS to +91-6045542618 to block transaction.",en
benign,safe,Your Uber trip has ended. Total fare: Rs.250.,en
benign,safe,Reminder: Doctor appointment scheduled for tomorrow at 7:45 PM. Please arrive 10 minutes early.,en
benign,safe,WiFi bill generated for March. Amount due Rs.250. Pay by 15th.,en
upi_fraud,scam,"ALERT: Rs.50000 debited from your A/c. If not done by you, forward this SMS to +91-8402436675 to block transaction.",en
phishing,scam,"Your Facebook account has been logged in from an unknown device. If this wasn't you, secure your account: http://secure.flipkart-refund-processing.online",en
benign,safe,DID YOU WATCH THE MATCH YESTERDAY? WHAT A CRAZY FINISH!,en
benign,safe,Meeting pushed to 2:30 PM. Please check the updated invite.,en
phishing,scam,"Your Gmail account has been logged in from an unknown device. If this wasn't you, secure your account: http://jio-update-kyc.in",en
upi_fraud,scam,You have received a payment of Rs.9999 on PhonePe. Enter your UPI pin to claim the amount.,en
investment_scam,scam,You have been chosen for an exclusive Forex trading group. Deposit INR 25000 and our AI will trade for you. http://airtel-verify-account-info.com,en
upi_fraud,scam,Aapke UPI par Rs.10000 bhej diye gaye hain. Confirm karne ke liye apna PIN dalein.,hi
benign,safe,BOARDING PASS FOR AIR INDIA FLIGHT AI452 IS ATTACHED. SAFE TRAVELS!,en
benign,safe,Did you watch the match yesterday? What a crazy finish!,en
phishing,scam,"Dear Policyholder, your LIC premium is due. Pay Rs.49999 online using http://www.jio-secure-login.xyz and get 10% cashback.",en
phishing,scam,ACTION REQUIRED: COMPLETE YOUR BANK OF BARODA AADHAAR LINKING PROCESS TODAY VIA HTTP://WWW.RELIANCE-SECURE-LOGIN.XYZ,en
investment_scam,scam,RBI Approved SIP: Invest Rs.1000/month and get 1 Crore in 5 years. Start your journey today: http://www.amazon-verify-account-info.com,en
upi_fraud,scam,"ALERT: Rs.50000 debited from your A/c. If not done by you, forward this SMS to +91-8955288799 to block transaction.",en
phishing,scam,Your Canara Bank internet banking access will be locked in 24 hrs. Verify your identity at http://secure.amazon-claim-reward-now.net,en
benign,safe,Boarding pass for Air India flight AI452 is attached. Safe travels!,en
investment_scam,scam,Part-time job offer from Amazon. Earn up to Rs.3000/day. Message HR on WhatsApp: +91-9373356233,en
phishing,scam,"Dear Policyholder, your LIC premium is due. Pay Rs.100000 online using http://www.airtel-claim-reward-now.net and get 10% cashback.",en
